Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.107668e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011397 | lrm: 1.00 | dt: 8497ms | tok/sec: 15,425 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00053 (3.1%) | loss: 4.938582 | lrm: 1.00 | dt: 222ms | tok/sec: 589,495 | mfu: 12.6% | epoch: 1 | remaining: 290s    
step 00054 (3.2%) | loss: 4.918178 | lrm: 1.00 | dt: 223ms | tok/sec: 587,539 | mfu: 12.5% | epoch: 1 | remaining: 290s    
step 00055 (3.3%) | loss: 4.898142 | lrm: 1.00 | dt: 223ms | tok/sec: 588,642 | mfu: 12.5% | epoch: 1 | remaining: 290s    
step 00056 (3.3%) | loss: 4.877965 | lrm: 1.00 | dt: 223ms | tok/sec: 587,420 | mfu: 12.5% | epoch: 1 | remaining: 290s    
step 00057 (3.4%) | loss: 4.862346 | lrm: 1.00 | dt: 223ms | tok/sec: 588,742 | mfu: 12.5% | epoch: 1 | remaining: 290s    
step 00058 (3.5%) | loss: 4.849367 | lrm: 1.00 | dt: 224ms | tok/sec: 585,531 | mfu: 12.5% | epoch: 1 | remaining: 289s    
step 00059 (3.6%) | loss: 4.827612 | lrm: 1.00 | dt: 223ms | tok/sec: 587,766 | mfu: 12.5% | epoch: 1 | remaining: 289s    
step 00060 (3.6%) | loss: 4.808355 | lrm: 1.00 | dt: 224ms | tok/sec: 584,330 | mfu: 12.4% | epoch: 1 | remaining: 289s    
step 00061 (3.7%) | loss: 4.783935 | lrm: 1.00 | dt: 224ms | tok/sec: 584,579 | mfu: 12.5% | epoch: 1 | remaining: 289s    
step 00062 (3.8%) | loss: 4.765576 | lrm: 1.00 | dt: 224ms | tok/sec: 585,765 | mfu: 12.5% | epoch: 1 | remaining: 288s    
step 00063 (3.9%) | loss: 4.749527 | lrm: 1.00 | dt: 224ms | tok/sec: 585,996 | mfu: 12.5% | epoch: 1 | remaining: 288s    
step 00064 (3.9%) | loss: 4.733488 | lrm: 1.00 | dt: 223ms | tok/sec: 586,722 | mfu: 12.5% | epoch: 1 | remaining: 288s    
step 00065 (4.0%) | loss: 4.716423 | lrm: 1.00 | dt: 224ms | tok/sec: 585,374 | mfu: 12.5% | epoch: 1 | remaining: 288s    
step 00066 (4.1%) | loss: 4.695323 | lrm: 1.00 | dt: 223ms | tok/sec: 588,621 | mfu: 12.5% | epoch: 1 | remaining: 288s    
step 00067 (4.2%) | loss: 4.680426 | lrm: 1.00 | dt: 223ms | tok/sec: 588,005 | mfu: 12.5% | epoch: 1 | remaining: 287s    
step 00068 (4.2%) | loss: 4.661984 | lrm: 1.00 | dt: 224ms | tok/sec: 585,331 | mfu: 12.5% | epoch: 1 | remaining: 287s    
step 00069 (4.3%) | loss: 4.641928 | lrm: 1.00 | dt: 223ms | tok/sec: 588,323 | mfu: 12.5% | epoch: 1 | remaining: 287s    
step 00070 (4.4%) | loss: 4.625684 | lrm: 1.00 | dt: 223ms | tok/sec: 586,673 | mfu: 12.5% | epoch: 1 | remaining: 287s    
step 00071 (4.5%) | loss: 4.601609 | lrm: 1.00 | dt: 222ms | tok/sec: 589,747 | mfu: 12.6% | epoch: 1 | remaining: 286s    
step 00072 (4.5%) | loss: 4.585705 | lrm: 1.00 | dt: 223ms | tok/sec: 587,428 | mfu: 12.5% | epoch: 1 | remaining: 286s    
step 00073 (4.6%) | loss: 4.567102 | lrm: 1.00 | dt: 223ms | tok/sec: 586,804 | mfu: 12.5% | epoch: 1 | remaining: 286s    
step 00074 (4.7%) | loss: 4.552762 | lrm: 1.00 | dt: 223ms | tok/sec: 587,007 | mfu: 12.5% | epoch: 1 | remaining: 286s    
step 00075 (4.7%) | loss: 4.534771 | lrm: 1.00 | dt: 222ms | tok/sec: 589,540 | mfu: 12.6% | epoch: 1 | remaining: 286s    
step 00076 (4.8%) | loss: 4.515601 | lrm: 1.00 | dt: 223ms | tok/sec: 588,592 | mfu: 12.5% | epoch: 1 | remaining: 285s    
step 00077 (4.9%) | loss: 4.493070 | lrm: 1.00 | dt: 222ms | tok/sec: 589,128 | mfu: 12.5% | epoch: 1 | remaining: 285s    
step 00078 (5.0%) | loss: 4.472343 | lrm: 1.00 | dt: 224ms | tok/sec: 584,922 | mfu: 12.5% | epoch: 1 | remaining: 285s    
step 00079 (5.0%) | loss: 4.455885 | lrm: 1.00 | dt: 223ms | tok/sec: 586,911 | mfu: 12.5% | epoch: 1 | remaining: 285s    
step 00080 (5.1%) | loss: 4.437911 | lrm: 1.00 | dt: 223ms | tok/sec: 588,024 | mfu: 12.5% | epoch: 1 | remaining: 284s    
step 00081 (5.2%) | loss: 4.422676 | lrm: 1.00 | dt: 224ms | tok/sec: 584,582 | mfu: 12.5% | epoch: 1 | remaining: 284s    
step 00082 (5.3%) | loss: 4.403185 | lrm: 1.00 | dt: 225ms | tok/sec: 582,858 | mfu: 12.4% | epoch: 1 | remaining: 284s    
step 00083 (5.3%) | loss: 4.385362 | lrm: 1.00 | dt: 224ms | tok/sec: 583,877 | mfu: 12.4% | epoch: 1 | remaining: 284s    
step 00084 (5.4%) | loss: 4.368480 | lrm: 1.00 | dt: 223ms | tok/sec: 586,791 | mfu: 12.5% | epoch: 1 | remaining: 284s    
step 00085 (5.5%) | loss: 4.359391 | lrm: 1.00 | dt: 223ms | tok/sec: 587,428 | mfu: 12.5% | epoch: 1 | remaining: 283s    
step 00086 (5.6%) | loss: 4.341841 | lrm: 1.00 | dt: 225ms | tok/sec: 583,256 | mfu: 12.4% | epoch: 1 | remaining: 283s    
step 00087 (5.6%) | loss: 4.321202 | lrm: 1.00 | dt: 223ms | tok/sec: 587,131 | mfu: 12.5% | epoch: 1 | remaining: 283s    
step 00088 (5.7%) | loss: 4.306907 | lrm: 1.00 | dt: 223ms | tok/sec: 588,042 | mfu: 12.5% | epoch: 1 | remaining: 283s    
step 00089 (5.8%) | loss: 4.287947 | lrm: 1.00 | dt: 223ms | tok/sec: 588,836 | mfu: 12.5% | epoch: 1 | remaining: 282s    
step 00090 (5.9%) | loss: 4.271179 | lrm: 1.00 | dt: 223ms | tok/sec: 587,659 | mfu: 12.5% | epoch: 1 | remaining: 282s    
step 00091 (5.9%) | loss: 4.261043 | lrm: 1.00 | dt: 222ms | tok/sec: 590,121 | mfu: 12.6% | epoch: 1 | remaining: 282s    
step 00092 (6.0%) | loss: 4.246828 | lrm: 1.00 | dt: 222ms | tok/sec: 591,272 | mfu: 12.6% | epoch: 1 | remaining: 282s    
step 00093 (6.1%) | loss: 4.229852 | lrm: 1.00 | dt: 222ms | tok/sec: 589,374 | mfu: 12.6% | epoch: 1 | remaining: 282s    
step 00094 (6.2%) | loss: 4.215291 | lrm: 1.00 | dt: 222ms | tok/sec: 591,715 | mfu: 12.6% | epoch: 1 | remaining: 281s    
step 00095 (6.2%) | loss: 4.195754 | lrm: 1.00 | dt: 222ms | tok/sec: 590,045 | mfu: 12.6% | epoch: 1 | remaining: 281s    
step 00096 (6.3%) | loss: 4.180802 | lrm: 1.00 | dt: 223ms | tok/sec: 588,783 | mfu: 12.5% | epoch: 1 | remaining: 281s    
step 00097 (6.4%) | loss: 4.163285 | lrm: 1.00 | dt: 222ms | tok/sec: 590,478 | mfu: 12.6% | epoch: 1 | remaining: 281s    
step 00098 (6.5%) | loss: 4.142876 | lrm: 1.00 | dt: 222ms | tok/sec: 590,938 | mfu: 12.6% | epoch: 1 | remaining: 280s    
step 00099 (6.5%) | loss: 4.129421 | lrm: 1.00 | dt: 221ms | tok/sec: 591,872 | mfu: 12.6% | epoch: 1 | remaining: 280s    
step 00100 (6.6%) | loss: 4.123281 | lrm: 1.00 | dt: 222ms | tok/sec: 590,574 | mfu: 12.6% | epoch: 1 | remaining: 280s    
step 00101 (6.7%) | loss: 4.114544 | lrm: 1.00 | dt: 223ms | tok/sec: 587,886 | mfu: 12.5% | epoch: 1 | remaining: 280s    
step 00102 (6.8%) | loss: 4.101514 | lrm: 1.00 | dt: 222ms | tok/sec: 590,952 | mfu: 12.6% | epoch: 1 | remaining: 280s    
step 00103 (6.8%) | loss: 4.085897 | lrm: 1.00 | dt: 222ms | tok/sec: 591,230 | mfu: 12.6% | epoch: 1 | remaining: 279s    
step 00104 (6.9%) | loss: 4.074887 | lrm: 1.00 | dt: 223ms | tok/sec: 586,788 | mfu: 12.5% | epoch: 1 | remaining: 279s    
step 00105 (7.0%) | loss: 4.063868 | lrm: 1.00 | dt: 222ms | tok/sec: 589,810 | mfu: 12.6% | epoch: 1 | remaining: 279s    
step 00106 (7.1%) | loss: 4.053015 | lrm: 1.00 | dt: 224ms | tok/sec: 585,500 | mfu: 12.5% | epoch: 1 | remaining: 279s    
step 00107 (7.1%) | loss: 4.041511 | lrm: 1.00 | dt: 222ms | tok/sec: 590,897 | mfu: 12.6% | epoch: 1 | remaining: 278s    
step 00108 (7.2%) | loss: 4.025715 | lrm: 1.00 | dt: 222ms | tok/sec: 591,084 | mfu: 12.6% | epoch: 1 | remaining: 278s    
step 00109 (7.3%) | loss: 4.009925 | lrm: 1.00 | dt: 223ms | tok/sec: 587,746 | mfu: 12.5% | epoch: 1 | remaining: 278s    
step 00110 (7.3%) | loss: 3.998146 | lrm: 1.00 | dt: 224ms | tok/sec: 584,138 | mfu: 12.4% | epoch: 1 | remaining: 278s    
step 00111 (7.4%) | loss: 3.994476 | lrm: 1.00 | dt: 223ms | tok/sec: 588,098 | mfu: 12.5% | epoch: 1 | remaining: 278s    
step 00112 (7.5%) | loss: 3.988911 | lrm: 1.00 | dt: 222ms | tok/sec: 589,537 | mfu: 12.6% | epoch: 1 | remaining: 277s    
step 00113 (7.6%) | loss: 3.982239 | lrm: 1.00 | dt: 222ms | tok/sec: 590,465 | mfu: 12.6% | epoch: 1 | remaining: 277s    
step 00114 (7.6%) | loss: 3.970421 | lrm: 1.00 | dt: 223ms | tok/sec: 587,108 | mfu: 12.5% | epoch: 1 | remaining: 277s    
step 00115 (7.7%) | loss: 3.964008 | lrm: 1.00 | dt: 223ms | tok/sec: 586,611 | mfu: 12.5% | epoch: 1 | remaining: 277s    
step 00116 (7.8%) | loss: 3.959037 | lrm: 1.00 | dt: 224ms | tok/sec: 585,825 | mfu: 12.5% | epoch: 1 | remaining: 276s    
step 00117 (7.9%) | loss: 3.947189 | lrm: 1.00 | dt: 222ms | tok/sec: 590,218 | mfu: 12.6% | epoch: 1 | remaining: 276s    
step 00118 (7.9%) | loss: 3.939348 | lrm: 1.00 | dt: 223ms | tok/sec: 588,498 | mfu: 12.5% | epoch: 1 | remaining: 276s    
step 00119 (8.0%) | loss: 3.932430 | lrm: 1.00 | dt: 225ms | tok/sec: 583,702 | mfu: 12.4% | epoch: 1 | remaining: 276s    
step 00120 (8.1%) | loss: 3.929342 | lrm: 1.00 | dt: 224ms | tok/sec: 585,942 | mfu: 12.5% | epoch: 1 | remaining: 276s    
step 00121 (8.2%) | loss: 3.918911 | lrm: 1.00 | dt: 223ms | tok/sec: 587,458 | mfu: 12.5% | epoch: 1 | remaining: 275s    
step 00122 (8.2%) | loss: 3.910584 | lrm: 1.00 | dt: 223ms | tok/sec: 587,825 | mfu: 12.5% | epoch: 1 | remaining: 275s    
step 00123 (8.3%) | loss: 3.900835 | lrm: 1.00 | dt: 223ms | tok/sec: 588,700 | mfu: 12.5% | epoch: 1 | remaining: 275s    
step 00124 (8.4%) | loss: 3.892637 | lrm: 1.00 | dt: 223ms | tok/sec: 586,823 | mfu: 12.5% | epoch: 1 | remaining: 275s    
step 00125 (8.5%) | loss: 3.884148 | lrm: 1.00 | dt: 224ms | tok/sec: 583,934 | mfu: 12.4% | epoch: 1 | remaining: 274s    
step 00126 (8.5%) | loss: 3.873923 | lrm: 1.00 | dt: 223ms | tok/sec: 587,560 | mfu: 12.5% | epoch: 1 | remaining: 274s    
step 00127 (8.6%) | loss: 3.870885 | lrm: 1.00 | dt: 224ms | tok/sec: 586,178 | mfu: 12.5% | epoch: 1 | remaining: 274s    
step 00128 (8.7%) | loss: 3.869345 | lrm: 1.00 | dt: 222ms | tok/sec: 589,352 | mfu: 12.6% | epoch: 1 | remaining: 274s    
step 00129 (8.8%) | loss: 3.859490 | lrm: 1.00 | dt: 224ms | tok/sec: 584,630 | mfu: 12.5% | epoch: 1 | remaining: 273s    
step 00130 (8.8%) | loss: 3.850914 | lrm: 1.00 | dt: 224ms | tok/sec: 586,336 | mfu: 12.5% | epoch: 1 | remaining: 273s    
step 00131 (8.9%) | loss: 3.840316 | lrm: 1.00 | dt: 224ms | tok/sec: 585,812 | mfu: 12.5% | epoch: 1 | remaining: 273s    
step 00132 (9.0%) | loss: 3.838101 | lrm: 1.00 | dt: 223ms | tok/sec: 586,960 | mfu: 12.5% | epoch: 1 | remaining: 273s    
step 00133 (9.1%) | loss: 3.836413 | lrm: 1.00 | dt: 223ms | tok/sec: 587,456 | mfu: 12.5% | epoch: 1 | remaining: 273s    
step 00134 (9.1%) | loss: 3.826970 | lrm: 1.00 | dt: 223ms | tok/sec: 586,708 | mfu: 12.5% | epoch: 1 | remaining: 272s    
step 00135 (9.2%) | loss: 3.825099 | lrm: 1.00 | dt: 223ms | tok/sec: 586,851 | mfu: 12.5% | epoch: 1 | remaining: 272s    
step 00136 (9.3%) | loss: 3.817744 | lrm: 1.00 | dt: 224ms | tok/sec: 585,868 | mfu: 12.5% | epoch: 1 | remaining: 272s    
step 00137 (9.4%) | loss: 3.809883 | lrm: 1.00 | dt: 226ms | tok/sec: 580,660 | mfu: 12.4% | epoch: 1 | remaining: 272s    
step 00138 (9.4%) | loss: 3.799504 | lrm: 1.00 | dt: 223ms | tok/sec: 588,082 | mfu: 12.5% | epoch: 1 | remaining: 271s    
step 00139 (9.5%) | loss: 3.794586 | lrm: 1.00 | dt: 223ms | tok/sec: 587,334 | mfu: 12.5% | epoch: 1 | remaining: 271s    
step 00140 (9.6%) | loss: 3.786166 | lrm: 1.00 | dt: 222ms | tok/sec: 589,892 | mfu: 12.6% | epoch: 1 | remaining: 271s    
step 00141 (9.7%) | loss: 3.782869 | lrm: 1.00 | dt: 223ms | tok/sec: 589,082 | mfu: 12.5% | epoch: 1 | remaining: 271s    
step 00142 (9.7%) | loss: 3.780534 | lrm: 1.00 | dt: 223ms | tok/sec: 587,675 | mfu: 12.5% | epoch: 1 | remaining: 271s    
step 00143 (9.8%) | loss: 3.776826 | lrm: 1.00 | dt: 224ms | tok/sec: 584,074 | mfu: 12.4% | epoch: 1 | remaining: 270s    
step 00144 (9.9%) | loss: 3.773177 | lrm: 1.00 | dt: 223ms | tok/sec: 588,199 | mfu: 12.5% | epoch: 1 | remaining: 270s    
step 00145 (10.0%) | loss: 3.772261 | lrm: 1.00 | dt: 222ms | tok/sec: 589,975 | mfu: 12.6% | epoch: 1 | remaining: 270s    
step 00146 (10.0%) | loss: 3.771079 | lrm: 1.00 | dt: 222ms | tok/sec: 591,088 | mfu: 12.6% | epoch: 1 | remaining: 270s    
step 00147 (10.1%) | loss: 3.761023 | lrm: 1.00 | dt: 223ms | tok/sec: 588,498 | mfu: 12.5% | epoch: 1 | remaining: 269s    
step 00148 (10.2%) | loss: 3.762402 | lrm: 1.00 | dt: 224ms | tok/sec: 584,306 | mfu: 12.4% | epoch: 1 | remaining: 269s    
step 00149 (10.3%) | loss: 3.758377 | lrm: 1.00 | dt: 224ms | tok/sec: 586,390 | mfu: 12.5% | epoch: 1 | remaining: 269s    
step 00150 (10.3%) | loss: 3.754440 | lrm: 1.00 | dt: 222ms | tok/sec: 591,284 | mfu: 12.6% | epoch: 1 | remaining: 269s    
step 00151 (10.4%) | loss: 3.752173 | lrm: 1.00 | dt: 223ms | tok/sec: 588,577 | mfu: 12.5% | epoch: 1 | remaining: 269s    
step 00152 (10.5%) | loss: 3.747043 | lrm: 1.00 | dt: 222ms | tok/sec: 589,815 | mfu: 12.6% | epoch: 1 | remaining: 268s    
step 00153 (10.5%) | loss: 3.743062 | lrm: 1.00 | dt: 224ms | tok/sec: 583,842 | mfu: 12.4% | epoch: 1 | remaining: 268s    
step 00154 (10.6%) | loss: 3.740222 | lrm: 1.00 | dt: 222ms | tok/sec: 590,216 | mfu: 12.6% | epoch: 1 | remaining: 268s    
step 00155 (10.7%) | loss: 3.739292 | lrm: 1.00 | dt: 223ms | tok/sec: 588,096 | mfu: 12.5% | epoch: 1 | remaining: 268s    
step 00156 (10.8%) | loss: 3.736304 | lrm: 1.00 | dt: 221ms | tok/sec: 591,860 | mfu: 12.6% | epoch: 1 | remaining: 267s    
step 00157 (10.8%) | loss: 3.739436 | lrm: 1.00 | dt: 223ms | tok/sec: 589,024 | mfu: 12.5% | epoch: 1 | remaining: 267s    
step 00158 (10.9%) | loss: 3.737767 | lrm: 1.00 | dt: 223ms | tok/sec: 587,054 | mfu: 12.5% | epoch: 1 | remaining: 267s    
step 00159 (11.0%) | loss: 3.736645 | lrm: 1.00 | dt: 223ms | tok/sec: 588,454 | mfu: 12.5% | epoch: 1 | remaining: 267s    
step 00160 (11.1%) | loss: 3.728089 | lrm: 1.00 | dt: 223ms | tok/sec: 588,541 | mfu: 12.5% | epoch: 1 | remaining: 267s    
step 00161 (11.1%) | loss: 3.721115 | lrm: 1.00 | dt: 223ms | tok/sec: 588,446 | mfu: 12.5% | epoch: 1 | remaining: 266s    
step 00162 (11.2%) | loss: 3.710900 | lrm: 1.00 | dt: 223ms | tok/sec: 587,294 | mfu: 12.5% | epoch: 1 | remaining: 266s    
step 00163 (11.3%) | loss: 3.707493 | lrm: 1.00 | dt: 222ms | tok/sec: 589,964 | mfu: 12.6% | epoch: 1 | remaining: 266s    
step 00164 (11.4%) | loss: 3.699221 | lrm: 1.00 | dt: 223ms | tok/sec: 587,642 | mfu: 12.5% | epoch: 1 | remaining: 266s    
step 00165 (11.4%) | loss: 3.691212 | lrm: 1.00 | dt: 223ms | tok/sec: 588,850 | mfu: 12.5% | epoch: 1 | remaining: 265s    
step 00166 (11.5%) | loss: 3.684907 | lrm: 1.00 | dt: 222ms | tok/sec: 590,044 | mfu: 12.6% | epoch: 1 | remaining: 265s    
step 00167 (11.6%) | loss: 3.683515 | lrm: 1.00 | dt: 223ms | tok/sec: 588,999 | mfu: 12.5% | epoch: 1 | remaining: 265s    
step 00168 (11.7%) | loss: 3.690315 | lrm: 1.00 | dt: 224ms | tok/sec: 585,852 | mfu: 12.5% | epoch: 1 | remaining: 265s    
